index,A close($),AAL close($),AAPL close($),ABBV close($),ABNB close($),ABT close($),ACGL close($),ACN close($),ADBE close($),ADI close($),ADM close($),ADP close($),ADSK close($),AEE close($),AEP close($),AES close($),AFL close($),AIG close($),AIZ close($),AJG close($),AKAM close($),ALB close($),ALGN close($),ALK close($),ALL close($),ALLE close($),AMAT close($),AMCR close($),AMD close($),AME close($),AMGN close($),AMP close($),AMT close($),AMZN close($),ANET close($),ANSS close($),AON close($),AOS close($),APA close($),APD close($),APH close($),APTV close($),ARE close($),ATO close($),AVB close($),AVGO close($),AVY close($),AWK close($),AXON close($),AXP close($),AZO close($),BA close($),BAC close($),BALL close($),BAX close($),BBWI close($),BBY close($),BDX close($),BEN close($),BF.B close($),BG close($),BIIB close($),BIO close($),BK close($),BKNG close($),BKR close($),BLK close($),BMY close($),BR close($),BRK.B close($),BRO close($),BSX close($),BWA close($),BX close($),BXP close($),C close($),CAG close($),CAH close($),CARR close($),CAT close($),CB close($),CBOE close($),CBRE close($),CCI close($),CCL close($),CDAY close($),CDNS close($),CDW close($),CE close($),CEG close($),CF close($),CFG close($),CHD close($),CHRW close($),CHTR close($),CI close($),CINF close($),CL close($),CLX close($),CMA close($),CMCSA close($),CME close($),CMG close($),CMI close($),CMS close($),CNC close($),CNP close($),COF close($),COO close($),COP close($),COR close($),COST close($),CPB close($),CPRT close($),CPT close($),CRL close($),CRM close($),CSCO close($),CSGP close($),CSX close($),CTAS close($),CTLT close($),CTRA close($),CTSH close($),CTVA close($),CVS close($),CVX close($),CZR close($),D close($),DAL close($),DD close($),DE close($),DFS close($),DG close($),DGX close($),DHI close($),DHR close($),DIS close($),DLR close($),DLTR close($),DOV close($),DOW close($),DPZ close($),DRI close($),DTE close($),DUK close($),DVA close($),DVN close($),DXCM close($),EA close($),EBAY close($),ECL close($),ED close($),EFX close($),EG close($),EIX close($),EL close($),ELV close($),EMN close($),EMR close($),ENPH close($),EOG close($),EPAM close($),EQIX close($),EQR close($),EQT close($),ES close($),ESS close($),ETN close($),ETR close($),ETSY close($),EVRG close($),EW close($),EXC close($),EXPD close($),EXPE close($),EXR close($),F close($),FANG close($),FAST close($),FCX close($),FDS close($),FDX close($),FE close($),FFIV close($),FI close($),FICO close($),FIS close($),FITB close($),FLT close($),FMC close($),FOX close($),FOXA close($),FRT close($),FSLR close($),FTNT close($),FTV close($),GD close($),GE close($),GEHC close($),GEN close($),GILD close($),GIS close($),GL close($),GLW close($),GM close($),GNRC close($),GOOG close($),GOOGL close($),GPC close($),GPN close($),GRMN close($),GS close($),GWW close($),HAL close($),HAS close($),HBAN close($),HCA close($),HD close($),HES close($),HIG close($),HII close($),HLT close($),HOLX close($),HON close($),HPE close($),HPQ close($),HRL close($),HSIC close($),HST close($),HSY close($),HUBB close($),HUM close($),HWM close($),IBM close($),ICE close($),IDXX close($),IEX close($),IFF close($),ILMN close($),INCY close($),INTC close($),INTU close($),INVH close($),IP close($),IPG close($),IQV close($),IR close($),IRM close($),ISRG close($),IT close($),ITW close($),IVZ close($),J close($),JBHT close($),JCI close($),JKHY close($),JNJ close($),JNPR close($),JPM close($),K close($),KDP close($),KEY close($),KEYS close($),KHC close($),KIM close($),KLAC close($),KMB close($),KMI close($),KMX close($),KO close($),KR close($),KVUE close($),L close($),LDOS close($),LEN close($),LH close($),LHX close($),LIN close($),LKQ close($),LLY close($),LMT close($),LNT close($),LOW close($),LRCX close($),LULU close($),LUV close($),LVS close($),LW close($),LYB close($),LYV close($),MA close($),MAA close($),MAR close($),MAS close($),MCD close($),MCHP close($),MCK close($),MCO close($),MDLZ close($),MDT close($),MET close($),META close($),MGM close($),MHK close($),MKC close($),MKTX close($),MLM close($),MMC close($),MMM close($),MNST close($),MO close($),MOH close($),MOS close($),MPC close($),MPWR close($),MRK close($),MRNA close($),MRO close($),MS close($),MSCI close($),MSFT close($),MSI close($),MTB close($),MTCH close($),MTD close($),MU close($),NCLH close($),NDAQ close($),NDSN close($),NEE close($),NEM close($),NFLX close($),NI close($),NKE close($),NOC close($),NOW close($),NRG close($),NSC close($),NTAP close($),NTRS close($),NUE close($),NVDA close($),NVR close($),NWS close($),NWSA close($),NXPI close($),O close($),ODFL close($),OKE close($),OMC close($),ON close($),ORCL close($),ORLY close($),OTIS close($),OXY close($),PANW close($),PARA close($),PAYC close($),PAYX close($),PCAR close($),PCG close($),PEAK close($),PEG close($),PEP close($),PFE close($),PFG close($),PG close($),PGR close($),PH close($),PHM close($),PKG close($),PLD close($),PM close($),PNC close($),PNR close($),PNW close($),PODD close($),POOL close($),PPG close($),PPL close($),PRU close($),PSA close($),PSX close($),PTC close($),PWR close($),PXD close($),PYPL close($),QCOM close($),QRVO close($),RCL close($),REG close($),REGN close($),RF close($),RHI close($),RJF close($),RL close($),RMD close($),ROK close($),ROL close($),ROP close($),ROST close($),RSG close($),RTX close($),RVTY close($),SBAC close($),SBUX close($),SCHW close($),SEDG close($),SEE close($),SHW close($),SJM close($),SLB close($),SNA close($),SNPS close($),SO close($),SPG close($),SPGI close($),SRE close($),STE close($),STLD close($),STT close($),STX close($),STZ close($),SWK close($),SWKS close($),SYF close($),SYK close($),SYY close($),T close($),TAP close($),TDG close($),TDY close($),TECH close($),TEL close($),TER close($),TFC close($),TFX close($),TGT close($),TJX close($),TMO close($),TMUS close($),TPR close($),TRGP close($),TRMB close($),TROW close($),TRV close($),TSCO close($),TSLA close($),TSN close($),TT close($),TTWO close($),TXN close($),TXT close($),TYL close($),UAL close($),UDR close($),UHS close($),ULTA close($),UNH close($),UNP close($),UPS close($),URI close($),USB close($),V close($),VFC close($),VICI close($),VLO close($),VLTO close($),VMC close($),VRSK close($),VRSN close($),VRTX close($),VTR close($),VTRS close($),VZ close($),WAB close($),WAT close($),WBA close($),WBD close($),WDC close($),WEC close($),WELL close($),WFC close($),WHR close($),WM close($),WMB close($),WMT close($),WRB close($),WRK close($),WST close($),WTW close($),WY close($),WYNN close($),XEL close($),XOM close($),XRAY close($),XYL close($),YUM close($),ZBH close($),ZBRA close($),ZION close($),ZTS close($)
2022-01-03,154.61,18.75,179.71,125.24,172.68,134.07,44.55,198.33,564.37,171.43,65.11,235.54,283.72,84.33,82.32,22.97,55.51,55.08,151.12,163.46,117.51,233.75,648.05,54.07,112.47,126.02,157.34,11.02,150.24,141.96,212.38,294.39,271.87,170.4,142.24,395.49,289.22,80.57,26.92,283.24,84.87,166.03,206.29,100.55,237.61,631.07,204.64,177.45,152.87,163.63,2045.11,207.86,44.11,91.11,83.54,66.8,94.17,247.05,30.8,70.15,89.34,244.14,735.42,54.73,2461.42,23.83,867.09,57.95,175.11,300.79,67.83,43.12,43.99,116.82,108.81,58.02,31.52,49.5,51.03,198.19,185.93,124.46,108.67,191.95,21.41,104.94,183.16,200.71,159.81,,68.07,44.67,99.32,103.62,647.58,227.3,108.03,80.53,164.14,81.42,48.03,211.51,1690.67,209.3,60.83,82.65,26.26,142.13,421.46,67.86,129.53,558.75,41.09,36.74,166.52,362.11,255.46,59.41,78.84,36.24,415.47,124.49,17.08,87.05,46.05,98.67,110.74,93.47,72.72,40.09,77.96,342.46,113.86,230.59,157.94,103.32,313.49,156.76,162.7,141.17,173.34,52.08,540.7,138.8,112.73,95.38,115.43,40.39,130.2,133.54,64.46,224.66,79.39,280.12,262.96,62.5,362.97,455.61,112.41,87.55,184.45,81.73,642.2,805.1,85.01,21.12,84.04,331.21,162.49,102.9,209.93,63.71,128.34,53.38,128.44,184.97,204.94,19.08,99.22,58.98,40.23,468.84,249.27,38.05,242.75,107.62,443.13,108.35,41.46,231.11,106.09,33.94,36.6,126.62,88.58,66.62,73.03,198.24,95.6,,25.3,67.47,63.42,93.44,34.84,60.43,347.91,145.07,144.99,132.2,139.52,126.92,376.3,498.46,23.34,93.9,14.45,249.83,390.44,75.09,66.79,178.82,153.35,73.1,198.27,15.28,35.86,46.75,77.43,16.63,186.05,198.72,459.81,32.12,123.38,130.51,631.01,225.31,140.33,380.87,73.97,50.0,623.09,42.54,42.49,35.38,273.58,59.47,47.32,360.0,321.96,233.44,21.3,137.38,198.24,76.19,168.03,163.57,33.68,152.16,60.86,35.08,21.55,202.66,33.53,22.85,424.46,133.71,14.41,127.01,56.29,43.28,,57.68,87.91,108.29,291.73,202.57,328.72,56.22,265.49,338.67,57.1,245.74,708.66,387.56,43.07,38.56,62.36,81.33,121.14,366.57,212.13,161.64,66.55,258.43,85.35,245.52,377.27,63.34,100.77,59.39,338.54,45.47,183.97,92.72,388.77,433.68,162.55,160.73,48.27,41.56,316.57,38.97,62.51,488.12,73.0,235.05,16.39,93.26,583.51,328.69,261.2,149.56,134.23,1674.86,94.49,22.18,65.78,246.35,88.03,56.89,597.37,25.67,161.41,375.41,630.14,39.81,279.63,87.36,113.92,110.11,300.83,5757.01,22.4,22.28,223.22,65.2,343.71,53.28,69.36,70.17,85.11,695.94,83.04,30.53,181.4,30.42,403.87,127.32,55.77,12.21,32.71,62.22,165.06,52.46,68.88,154.99,101.35,305.69,54.91,126.4,157.37,87.12,192.27,68.72,63.59,275.7,538.1,164.26,28.41,100.84,331.75,69.87,122.98,111.87,160.68,194.94,178.72,159.43,80.83,70.76,627.1,21.18,105.24,100.12,115.12,254.96,327.81,32.74,469.44,110.61,132.06,82.82,191.4,370.96,111.63,83.4,282.45,64.66,332.63,128.94,30.81,203.9,361.1,63.66,143.8,453.64,62.53,238.99,59.89,88.84,105.19,246.0,175.37,153.51,44.51,263.01,75.0,22.33,45.07,623.98,442.17,120.99,155.51,164.83,54.44,331.05,220.13,73.08,642.23,114.43,38.62,50.92,86.68,180.66,149.89,228.18,399.93,83.53,189.61,178.61,179.84,76.19,523.85,45.49,55.71,130.57,413.23,490.21,237.79,198.85,326.04,52.68,218.0,67.14,27.43,72.05,,204.26,219.07,252.11,222.53,48.54,13.17,46.29,91.12,364.59,47.26,,65.93,90.03,80.49,48.04,211.57,158.05,24.12,140.79,52.43,41.69,443.79,229.93,36.64,87.34,64.45,59.1,55.46,114.27,132.1,127.34,583.9,59.62,230.23
2022-01-04,149.39,19.02,177.43,125.0,170.8,130.92,45.13,196.91,554.0,169.88,66.32,236.64,278.19,83.88,82.36,23.04,57.33,56.63,152.55,164.16,116.95,239.59,623.5,55.45,115.19,128.98,155.79,11.19,144.42,144.35,213.46,307.76,268.44,167.52,138.66,391.1,290.24,81.91,28.27,286.7,85.14,172.21,207.21,101.75,239.97,638.3,209.6,172.9,151.51,168.89,2080.25,213.63,45.83,87.94,84.63,67.6,96.96,245.65,31.55,69.99,90.12,241.73,702.09,56.69,2464.93,24.35,872.31,58.18,174.74,308.53,68.16,43.64,46.67,115.26,112.43,58.47,31.65,50.06,52.29,208.8,189.98,121.81,110.3,186.79,21.73,100.57,178.3,203.76,164.29,,68.59,46.7,99.43,106.0,640.77,226.43,110.54,80.8,164.76,84.9,47.75,213.21,1647.32,217.29,60.73,81.08,26.1,144.83,416.86,70.8,128.3,556.3,41.45,36.53,166.4,347.77,248.23,57.96,77.38,36.78,416.47,119.64,18.27,88.85,46.9,98.79,112.75,89.95,72.49,40.39,79.78,363.18,117.38,228.84,152.03,103.77,305.05,155.73,157.13,140.51,176.39,53.49,523.17,141.43,112.92,95.31,115.39,42.24,128.07,134.34,62.86,228.26,79.24,281.71,263.04,61.72,364.51,449.06,114.78,91.44,178.28,85.48,618.71,784.42,86.12,21.69,83.34,333.8,165.18,102.79,200.99,63.55,127.89,53.32,127.72,185.37,207.14,21.3,105.75,59.32,40.88,465.34,255.4,37.9,239.9,109.0,445.83,108.95,43.22,237.25,107.11,34.08,36.92,129.07,87.28,64.43,73.32,202.62,98.7,,25.51,67.13,64.02,95.85,35.6,64.94,332.08,144.42,144.4,134.51,143.2,126.93,387.87,508.49,24.74,95.5,15.0,255.91,394.46,79.37,68.06,182.13,154.82,70.43,200.37,15.94,36.97,46.63,79.28,16.86,187.64,202.8,453.43,33.31,125.17,130.63,605.42,230.03,140.85,372.36,71.81,49.93,610.11,42.69,44.02,36.08,268.17,60.58,46.8,354.63,323.41,237.37,22.23,140.3,203.96,77.14,171.12,163.13,33.32,157.93,61.45,35.61,22.69,197.36,34.25,23.45,420.71,134.44,14.61,123.86,57.23,44.22,,58.96,89.49,109.0,283.94,204.9,334.71,57.06,260.68,345.96,56.98,249.87,695.51,380.82,43.71,38.37,61.76,84.64,120.72,370.96,213.31,165.68,67.31,258.36,84.83,245.42,379.91,63.8,101.05,60.99,336.53,45.38,188.25,93.38,386.36,436.15,162.47,162.98,48.87,42.48,303.94,39.27,64.56,484.57,73.14,233.06,17.11,97.04,579.15,323.05,258.63,155.0,132.97,1640.73,95.07,22.47,64.14,245.47,87.09,56.38,591.15,25.77,163.09,386.57,603.94,39.49,281.9,89.07,118.25,114.03,292.53,5819.68,22.3,22.1,224.81,66.16,352.26,54.54,70.89,70.95,86.02,698.86,83.67,32.82,174.67,31.19,390.84,127.07,58.45,12.44,33.19,62.06,165.3,50.5,71.14,155.54,101.51,313.47,55.71,129.61,153.64,87.68,199.35,69.56,63.47,273.55,537.75,164.88,28.27,104.31,331.52,72.48,122.6,115.74,164.46,191.14,179.7,160.45,82.38,72.38,616.82,22.12,107.84,104.63,118.21,249.0,331.13,33.02,464.68,110.61,133.2,85.72,182.69,360.79,109.3,87.49,273.1,65.02,329.3,130.61,32.3,211.14,352.99,63.66,146.21,452.38,63.65,241.54,61.7,92.48,107.85,247.73,181.26,154.93,45.61,272.17,76.83,22.51,46.54,626.35,448.08,116.09,158.53,165.1,56.19,330.88,222.24,74.21,615.42,114.06,39.41,52.0,85.11,181.16,153.02,228.74,383.2,85.19,189.76,181.9,180.03,77.53,520.48,46.25,56.54,132.35,418.74,479.1,241.88,202.38,342.26,54.06,219.02,69.01,27.61,73.33,,206.84,219.14,250.43,221.86,49.8,13.32,47.2,96.46,356.41,47.64,,67.62,89.81,82.92,49.96,217.73,159.56,24.34,138.21,53.21,43.18,426.95,232.96,37.11,87.06,64.86,61.33,55.75,115.48,132.81,128.63,587.6,61.32,221.46
2022-01-05,146.83,18.68,172.71,125.65,162.25,130.33,44.6,193.44,514.43,167.26,65.81,234.63,264.32,84.09,83.12,21.98,57.23,55.85,151.16,161.08,115.48,232.73,578.84,54.77,115.09,125.97,151.25,11.21,136.15,141.72,210.93,304.72,251.16,164.36,133.15,376.94,288.98,80.54,27.25,291.32,83.52,168.28,193.92,102.08,236.23,611.74,207.71,171.63,147.99,167.09,2034.03,213.07,45.06,89.31,84.49,63.91,94.98,246.79,31.22,70.4,89.59,239.27,694.43,56.29,2413.3,24.44,848.1,58.21,171.73,309.92,66.51,43.05,46.7,108.66,110.91,57.79,31.61,50.75,50.88,210.39,188.43,120.61,106.72,174.14,21.17,92.95,172.62,199.26,165.85,,66.51,46.34,100.13,105.31,624.86,229.55,108.98,81.13,166.49,84.85,47.78,212.42,1594.55,216.37,61.48,79.79,26.04,142.06,410.34,69.59,129.41,542.2,41.95,35.38,163.14,335.32,227.67,57.04,74.75,36.59,397.73,116.06,18.05,87.49,46.38,100.23,113.48,84.15,73.52,40.08,79.05,363.92,115.78,228.94,151.18,101.17,303.11,155.19,151.36,140.4,174.32,53.44,508.75,139.87,112.8,95.52,114.0,41.31,121.95,132.4,62.23,227.98,79.78,275.45,259.55,60.36,349.07,449.11,114.77,91.3,157.2,83.91,587.8,759.84,84.45,20.99,84.13,326.97,162.82,103.03,188.35,63.11,123.92,53.29,127.34,181.3,203.55,20.73,104.78,58.57,40.43,444.48,252.72,37.64,232.31,108.36,425.89,110.88,43.09,237.3,104.98,33.72,36.57,125.89,83.51,60.7,71.78,200.96,98.7,,25.17,67.1,64.87,95.9,35.76,61.98,312.09,137.65,137.78,133.17,144.17,126.44,379.44,496.65,24.49,94.95,15.02,254.64,389.11,79.05,67.61,179.73,150.69,70.76,202.35,15.99,36.66,47.23,78.99,16.36,189.7,197.7,450.31,33.1,125.35,128.99,583.46,225.96,136.37,367.88,70.45,50.62,585.82,41.52,44.22,34.99,261.61,59.06,44.72,341.95,303.21,236.46,21.66,136.88,199.74,75.88,169.42,164.22,32.64,155.06,61.79,35.57,22.55,192.16,34.11,23.02,410.46,135.24,14.69,119.35,57.71,44.83,,58.35,89.18,107.32,280.37,200.47,336.26,56.33,254.66,342.28,57.49,245.01,675.79,362.48,43.06,36.69,61.58,84.04,117.47,369.48,209.4,162.09,65.5,257.09,81.97,244.74,370.84,64.73,100.69,60.7,324.17,43.03,182.42,93.78,371.33,431.86,160.22,162.31,48.03,42.14,302.21,37.82,64.97,454.27,74.91,215.23,16.72,94.64,554.64,310.65,253.07,156.21,125.52,1583.11,93.15,21.66,63.37,238.39,86.17,56.28,567.52,25.91,159.03,384.62,572.76,38.38,281.89,87.6,117.44,119.54,275.69,5729.11,21.57,21.36,216.8,65.09,339.66,53.86,71.13,67.42,83.72,685.33,81.35,31.27,168.29,30.88,359.99,124.65,58.67,11.86,32.59,61.91,165.86,51.52,69.83,156.24,102.24,307.99,54.93,130.5,150.45,87.32,196.12,68.14,63.65,255.45,517.69,166.66,28.32,102.2,328.56,72.25,118.33,108.93,165.87,187.16,179.0,157.24,80.61,70.86,595.12,21.91,107.69,102.23,116.27,240.45,325.59,32.06,461.09,107.19,130.84,85.29,180.31,342.54,105.66,86.85,249.81,64.88,329.92,132.91,32.3,209.45,339.77,63.74,144.46,448.39,64.04,235.38,64.07,91.38,106.63,246.52,180.49,151.88,44.43,266.76,76.19,23.01,47.03,630.06,428.92,107.83,155.22,159.02,55.58,325.03,217.2,72.68,615.94,115.36,39.06,51.7,81.61,174.07,153.76,222.4,362.71,85.36,187.49,171.85,176.28,76.17,492.59,45.78,55.07,132.33,401.49,477.92,242.61,199.84,330.36,53.77,216.6,67.58,26.58,73.04,,204.83,211.8,243.51,221.42,49.39,13.38,47.68,95.33,350.72,48.1,,67.06,90.85,81.83,49.52,214.25,157.17,24.4,140.08,52.61,43.57,402.04,231.34,36.19,83.83,65.49,62.09,54.85,113.91,131.13,128.21,558.18,61.46,213.04
2022-01-06,147.34,18.57,169.82,125.06,159.75,130.31,44.86,184.1,514.12,167.79,66.39,233.01,264.11,83.68,82.85,21.9,58.29,56.81,150.7,162.84,111.88,230.5,567.62,54.46,116.4,124.76,153.81,11.12,136.23,143.42,210.96,308.84,251.47,163.25,132.67,368.88,286.52,81.08,28.42,285.36,83.59,174.12,196.91,101.28,236.97,606.06,207.74,168.93,150.14,168.61,2062.49,211.34,45.97,89.45,83.45,59.82,94.87,243.65,31.44,67.83,91.64,237.3,683.52,57.34,2429.97,24.7,851.64,58.08,168.65,313.22,67.58,42.59,47.42,109.93,113.22,59.68,31.03,49.97,51.98,212.54,192.29,121.57,105.71,177.87,21.07,90.25,173.12,201.89,163.84,,66.77,48.91,100.3,106.54,631.95,220.84,111.0,80.6,167.53,88.66,48.05,211.75,1620.97,219.46,60.79,76.34,26.29,144.42,410.59,72.2,127.41,542.08,42.66,35.37,161.34,333.94,229.15,57.65,73.65,36.85,394.81,116.92,17.86,85.75,47.03,97.18,114.45,86.6,73.38,39.91,79.25,368.14,117.87,230.9,152.16,99.63,301.74,156.9,149.42,142.82,176.39,53.34,512.54,137.53,113.1,95.36,111.28,42.87,120.75,128.34,64.47,225.27,79.61,276.02,264.42,59.83,348.37,430.71,114.77,91.82,151.49,85.63,579.05,746.34,84.69,21.08,83.82,326.61,163.21,101.29,196.95,62.86,123.23,53.06,127.62,177.58,203.46,21.43,109.7,58.9,39.31,442.65,253.74,37.77,235.7,109.14,443.53,110.99,44.89,239.26,103.92,34.42,37.37,125.94,83.97,62.8,71.91,202.33,99.28,,26.0,66.55,64.58,97.62,35.9,62.11,317.39,137.55,137.75,134.47,148.94,126.18,377.82,498.39,24.91,94.8,15.58,250.25,387.69,83.37,68.7,183.2,151.07,70.7,202.12,16.07,36.48,46.94,77.86,16.33,189.28,197.78,363.08,33.43,122.74,129.74,576.36,225.29,135.34,378.93,72.63,50.75,578.6,41.39,43.9,35.52,262.51,60.14,43.13,334.18,306.23,236.43,22.07,136.69,198.35,77.18,166.17,163.66,32.81,156.71,62.06,35.95,23.7,192.59,34.17,23.17,421.66,134.36,15.0,119.1,57.4,45.13,,58.93,88.6,104.67,282.31,208.29,328.11,56.94,253.37,342.15,57.25,247.93,685.66,368.77,42.96,37.55,66.16,84.42,119.34,366.11,207.23,162.93,65.81,259.49,82.73,242.07,368.45,64.7,99.7,62.41,332.46,44.31,180.47,93.37,365.77,431.78,162.03,160.96,47.76,42.63,291.77,38.21,66.79,459.28,74.86,216.06,17.52,96.26,551.57,308.2,251.68,162.49,126.06,1602.85,94.39,21.34,63.51,235.93,82.37,54.73,553.29,25.79,157.85,386.84,574.04,37.66,283.73,88.63,118.91,113.57,281.42,5690.84,22.28,22.05,219.11,65.39,339.57,54.76,73.01,67.25,83.91,700.22,82.2,32.21,177.64,30.88,355.89,123.81,59.25,11.82,32.55,61.96,165.9,50.78,70.58,154.93,104.68,313.56,53.87,128.61,149.42,88.65,203.67,67.2,63.89,260.43,509.02,164.27,28.28,103.87,331.8,74.24,117.14,109.6,170.52,192.27,178.47,158.36,77.92,71.06,598.44,22.97,108.69,103.69,114.29,237.56,323.42,32.69,466.01,106.97,131.09,85.76,180.85,340.98,106.33,88.24,248.24,64.73,327.18,133.24,33.07,210.04,344.97,63.66,146.37,444.65,64.5,234.94,62.21,93.04,104.47,238.19,181.56,151.94,45.04,266.02,76.13,22.92,47.38,627.06,426.88,105.8,156.05,162.22,57.66,323.27,219.56,73.0,617.81,115.57,39.22,53.14,82.03,176.43,156.22,223.91,354.9,86.42,189.79,164.61,176.22,76.62,493.6,45.77,55.09,129.54,400.49,458.36,243.28,201.78,330.51,55.24,216.35,65.46,26.55,74.87,,206.27,210.18,241.82,221.65,49.8,13.44,47.45,95.22,352.56,46.71,,64.74,90.27,82.44,50.79,212.53,158.16,24.98,139.69,53.51,43.52,405.79,228.73,36.47,84.22,64.98,63.55,54.81,113.75,132.48,127.15,555.16,63.98,213.89
2022-01-07,143.42,19.28,169.99,124.74,166.05,130.71,45.07,180.57,510.7,163.39,66.96,230.55,262.32,84.01,84.36,21.77,59.21,58.3,153.51,162.13,110.54,233.11,546.99,55.86,119.78,123.36,148.37,11.24,132.0,140.68,212.94,308.97,253.07,162.55,129.48,362.08,278.9,80.16,28.47,284.78,80.58,169.47,196.12,100.82,234.09,589.05,207.0,167.19,145.19,170.06,2014.77,215.5,46.97,88.43,84.1,57.48,94.52,247.96,32.41,66.78,92.49,232.6,663.16,58.3,2434.58,24.86,848.58,59.35,165.97,319.78,67.64,42.11,47.34,107.61,113.97,60.48,32.16,51.62,50.37,214.64,195.4,120.3,104.78,179.93,21.9,89.57,166.02,194.22,164.18,,66.67,49.29,101.17,104.12,610.49,226.31,113.31,80.39,168.81,89.19,47.62,211.12,1597.81,223.43,61.18,76.34,26.3,148.22,408.5,74.18,130.02,528.65,43.44,34.1,157.5,328.68,228.31,57.85,71.88,36.66,389.34,115.46,18.81,84.96,47.54,98.7,116.09,89.66,74.45,41.31,80.41,370.38,120.63,233.32,149.79,93.49,293.55,157.83,149.66,140.96,177.8,54.12,496.92,136.91,113.22,96.31,111.59,43.33,117.87,130.4,64.0,224.7,79.89,263.79,269.11,60.18,347.92,426.34,115.02,91.3,145.13,88.0,556.68,746.2,83.69,22.08,84.54,322.27,161.7,103.58,185.15,63.14,122.3,52.98,125.81,179.91,194.86,21.42,107.81,57.7,40.62,435.21,254.52,38.21,231.95,108.83,440.05,111.93,45.29,243.03,104.22,34.92,37.94,124.44,84.68,62.93,71.42,202.66,100.72,,25.57,66.25,65.14,99.33,35.57,61.51,316.55,137.0,137.02,133.17,147.89,124.45,378.38,494.01,25.31,94.46,15.75,247.99,376.08,84.71,69.24,185.47,150.89,70.31,206.85,16.22,36.45,47.43,78.95,17.14,188.59,193.64,358.77,33.79,122.28,129.83,550.3,222.27,133.6,370.36,73.19,50.22,560.7,40.6,44.38,35.27,256.91,59.15,43.15,324.29,299.39,235.98,22.44,135.03,196.54,76.12,166.31,165.87,32.62,158.26,62.66,35.82,24.09,188.0,34.66,23.01,406.73,134.94,15.22,121.08,57.27,46.08,,60.34,89.13,99.71,279.1,210.42,326.43,55.89,253.54,344.19,57.23,241.49,653.79,355.21,44.39,37.62,68.53,85.21,115.86,365.77,203.02,164.35,64.3,256.96,79.46,247.16,366.27,64.86,99.88,63.17,331.79,44.52,176.55,92.93,371.05,423.99,159.23,162.73,47.03,43.12,289.77,38.96,67.53,438.64,76.26,213.86,17.72,96.85,540.81,308.35,246.66,167.22,125.27,1542.39,93.2,22.2,62.88,233.65,82.99,55.44,541.06,26.0,153.86,389.91,566.39,37.58,283.9,87.68,122.38,111.47,272.12,5438.88,22.21,22.02,213.67,65.39,330.05,55.48,73.59,64.56,85.05,682.25,81.86,32.65,175.16,33.39,354.86,121.95,58.88,12.21,32.56,63.01,166.11,51.6,71.75,154.84,108.59,313.18,51.18,129.44,146.71,90.22,206.59,67.18,64.51,250.08,492.06,161.47,28.51,105.31,323.24,75.61,115.08,106.31,171.16,187.6,173.16,154.69,81.02,70.41,603.73,23.47,105.77,106.17,112.4,233.07,316.44,32.83,456.67,102.62,130.46,86.12,180.9,339.75,102.92,89.22,248.91,63.81,317.04,135.12,34.02,209.37,330.36,64.1,144.67,439.52,65.47,231.34,60.52,95.62,103.15,239.54,178.54,148.16,45.66,258.25,76.89,23.54,48.2,636.25,422.01,103.01,153.16,157.05,58.58,312.94,219.02,71.94,604.54,109.74,37.23,53.47,79.14,177.87,159.99,221.08,342.32,86.58,184.18,164.6,169.31,78.09,483.59,47.31,54.47,130.52,397.1,447.58,244.52,203.19,321.45,56.11,213.6,66.03,26.15,75.66,,204.28,204.23,237.71,221.85,50.12,13.66,48.44,93.89,347.03,47.96,,65.83,91.08,82.62,51.87,206.43,157.1,25.5,141.03,54.57,44.28,388.6,226.02,36.43,84.13,65.55,64.07,54.99,112.84,130.96,126.38,530.86,65.05,207.66
